JUGADOR,EQUIPO,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ID
Bogdan Bogdanović,Los Angeles Clippers,7,0,16.7,2.3,6.3,0.364,1.0,3.4,0.292,0.9,1.0,0.857,0.7,2.1,2.9,2.1,0.4,0.0,1.6,3.6,6.4,203992
Brook Lopez,Los Angeles Clippers,5,4,14.8,1.6,4.4,0.364,0.8,3.0,0.267,1.0,1.0,1.0,0.6,1.0,1.6,0.8,0.2,1.0,0.8,2.2,5.0,201572
Cam Christie,Los Angeles Clippers,3,0,4.3,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.7,1642353
Jordan Miller,Los Angeles Clippers,3,0,4.3,1.0,2.3,0.429,0.0,0.3,0.0,0.3,0.7,0.5,0.0,0.7,0.7,1.3,1.0,0.0,0.0,0.0,2.3,1641757
Kobe Brown,Los Angeles Clippers,3,0,5.0,2.3,2.7,0.875,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.3,0.3,1.3,0.0,0.0,0.0,0.0,5.3,1641738
Nicolas Batum,Los Angeles Clippers,7,0,24.6,1.9,4.7,0.394,1.9,4.7,0.394,0.0,0.0,0.0,0.6,3.3,3.9,2.0,0.9,1.7,0.4,1.9,5.6,201587
Ivica Zubac,Los Angeles Clippers,7,7,36.6,7.7,11.7,0.659,0.0,0.0,0.0,2.0,3.7,0.538,3.9,6.3,10.1,2.3,0.7,1.0,1.6,2.7,17.4,1627826
Jarred Vanderbilt,Los Angeles Lakers,5,0,12.0,0.4,1.2,0.333,0.0,0.2,0.0,0.6,0.8,0.75,0.8,3.0,3.8,1.0,0.6,0.2,0.6,1.8,1.4,1629020
Dalton Knecht,Los Angeles Lakers,2,0,2.0,1.0,2.5,0.4,0.5,2.0,0.25,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,1642261
Gabe Vincent,Los Angeles Lakers,5,0,19.8,1.0,2.8,0.357,0.8,2.6,0.308,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.4,0.2,1.6,2.8,1629216
Bronny James,Los Angeles Lakers,2,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642355
Jaxson Hayes,Los Angeles Lakers,4,4,7.8,0.8,2.0,0.375,0.0,0.0,0.0,0.3,0.5,0.5,1.3,0.8,2.0,0.3,0.0,0.3,0.3,2.0,1.8,1629637
Maxi Kleber,Los Angeles Lakers,1,0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1628467
Austin Reaves,Los Angeles Lakers,5,5,39.2,6.0,14.6,0.411,3.0,9.4,0.319,1.2,1.4,0.857,0.8,4.6,5.4,3.6,0.2,0.6,2.8,3.6,16.2,1630559
LeBron James,Los Angeles Lakers,5,5,40.8,8.6,17.6,0.489,2.0,5.6,0.357,6.2,8.0,0.775,2.4,6.6,9.0,5.6,2.0,1.8,2.6,1.6,25.4,2544
Rui Hachimura,Los Angeles Lakers,5,5,36.4,5.6,11.4,0.491,3.0,6.2,0.484,0.6,0.6,1.0,0.8,3.8,4.6,1.0,0.6,0.6,1.4,2.4,14.8,1629060
Luka Dončić,Los Angeles Lakers,5,5,41.6,9.4,20.8,0.452,3.2,9.2,0.348,8.2,9.2,0.891,0.4,6.6,7.0,5.8,1.0,0.6,4.0,3.2,30.2,1629029
Nikola Jović,Miami Heat,4,0,18.8,3.3,8.8,0.371,1.5,6.0,0.25,1.5,1.5,1.0,1.0,3.0,4.0,1.5,0.8,0.3,1.3,0.5,9.5,1631107
Kel'el Ware,Miami Heat,4,4,18.3,2.0,4.5,0.444,0.8,2.8,0.273,0.0,0.0,0.0,1.0,3.8,4.8,1.0,0.3,0.5,0.5,0.8,4.8,1642276
Pelle Larsson,Miami Heat,4,0,13.0,2.0,3.8,0.533,0.8,2.0,0.375,0.3,0.8,0.333,0.5,1.8,2.3,1.0,0.3,0.0,0.5,1.5,5.0,1641796
Jaime Jaquez Jr.,Miami Heat,3,0,6.3,0.3,2.0,0.167,0.0,0.7,0.0,0.7,0.7,1.0,1.0,0.3,1.3,0.3,0.0,0.0,0.3,0.3,1.3,1631170
Bam Adebayo,Miami Heat,4,4,38.3,7.0,16.0,0.438,1.8,5.3,0.333,1.8,2.8,0.636,4.0,7.0,11.0,4.3,1.0,0.3,3.0,2.3,17.5,1628389
Tyler Herro,Miami Heat,4,4,36.0,6.8,16.3,0.415,2.3,7.3,0.31,2.0,2.5,0.8,0.0,3.5,3.5,2.8,0.5,0.0,2.3,3.0,17.8,1629639
Keshad Johnson,Miami Heat,2,0,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1642352
Andrew Wiggins,Miami Heat,4,4,30.5,4.0,10.8,0.372,1.8,5.0,0.35,1.8,2.5,0.7,1.0,2.3,3.3,2.3,0.3,1.3,2.8,1.5,11.5,203952
Norman Powell,Miami Heat,7,7,34.0,6.0,12.7,0.472,2.0,5.7,0.35,2.0,2.6,0.778,0.1,2.3,2.4,2.4,1.1,0.3,1.7,2.1,16.0,1626181
Davion Mitchell,Miami Heat,4,3,35.5,6.3,10.3,0.61,1.8,3.5,0.5,0.8,1.8,0.429,0.5,1.8,2.3,6.3,0.8,0.3,2.0,2.8,15.0,1630558
Jericho Sims,Milwaukee Bucks,5,0,11.6,1.2,1.2,1.0,0.0,0.0,0.0,0.4,0.6,0.667,2.2,1.8,4.0,0.2,0.0,0.2,1.0,1.0,2.8,1630579
Myles Turner,Milwaukee Bucks,23,23,29.3,4.6,9.5,0.484,1.3,3.9,0.344,3.2,4.2,0.771,1.2,3.6,4.8,1.4,0.5,2.0,1.7,3.0,13.8,1626167
Gary Trent Jr.,Milwaukee Bucks,5,3,34.2,6.4,12.4,0.516,4.4,8.8,0.5,1.6,2.0,0.8,0.2,2.0,2.2,1.2,2.6,0.0,0.6,1.8,18.8,1629018
Kevin Porter Jr.,Milwaukee Bucks,5,1,30.2,3.8,9.6,0.396,1.4,3.0,0.467,2.2,2.6,0.846,0.6,3.0,3.6,5.4,0.8,0.0,1.8,2.4,11.2,1629645
Bobby Portis,Milwaukee Bucks,5,1,31.6,6.0,13.6,0.441,2.0,5.6,0.357,0.0,0.2,0.0,1.6,6.6,8.2,1.4,0.4,0.4,1.2,1.6,14.0,1626171
Gary Harris,Milwaukee Bucks,5,0,16.6,0.6,1.6,0.375,0.2,1.2,0.167,0.0,0.0,0.0,0.2,0.8,1.0,0.6,0.6,0.2,0.0,1.4,1.4,203914
Taurean Prince,Milwaukee Bucks,5,2,12.2,0.4,2.0,0.2,0.4,1.8,0.222,0.0,0.0,0.0,0.0,1.0,1.0,1.6,0.4,0.2,1.0,0.6,1.2,1627752
Ryan Rollins,Milwaukee Bucks,3,1,10.0,1.3,4.3,0.308,0.7,2.3,0.286,0.0,0.0,0.0,0.3,0.3,0.7,1.3,0.3,0.0,0.0,1.3,3.3,1631157
Kyle Kuzma,Milwaukee Bucks,5,4,20.4,2.4,7.0,0.343,0.4,2.0,0.2,0.6,1.2,0.5,0.6,1.6,2.2,0.8,0.0,0.2,0.6,2.4,5.8,1628398
AJ Green,Milwaukee Bucks,5,1,27.0,3.6,7.8,0.462,3.6,7.0,0.514,0.2,0.4,0.5,0.4,2.4,2.8,2.0,0.0,0.2,0.0,2.6,11.0,1631260
Giannis Antetokounmpo,Milwaukee Bucks,5,5,37.6,12.0,19.8,0.606,0.2,1.0,0.2,8.8,12.6,0.698,3.8,11.6,15.4,6.6,1.0,1.0,4.6,2.4,33.0,203507
Andre Jackson Jr.,Milwaukee Bucks,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641748
Cole Anthony,Milwaukee Bucks,5,0,10.2,0.8,2.8,0.286,0.0,1.2,0.0,0.6,0.8,0.75,0.6,0.8,1.4,1.2,0.0,0.2,1.8,2.4,2.2,1630175
Donte DiVincenzo,Minnesota Timberwolves,15,0,25.1,3.1,8.4,0.365,1.9,5.9,0.318,0.7,0.9,0.769,0.8,2.3,3.1,3.3,1.4,0.3,1.9,3.0,8.7,1628978
Terrence Shannon Jr.,Minnesota Timberwolves,9,0,6.3,1.4,3.0,0.481,0.3,0.9,0.375,1.3,1.3,1.0,0.1,1.0,1.1,0.3,0.4,0.0,0.3,1.0,4.6,1630545
