JUGADOR,EQUIPO,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ID
Max Strus,Cleveland Cavaliers,64,62,29.1,3.5,8.8,0.395,2.2,6.5,0.339,0.7,0.8,0.796,0.8,3.4,4.2,2.2,0.6,0.3,0.8,2.6,9.8,1629622
Thomas Bryant,Cleveland Cavaliers,23,0,8.4,0.9,1.7,0.525,0.4,0.9,0.45,0.6,0.7,0.765,0.4,1.0,1.4,0.2,0.2,0.3,0.4,1.1,2.8,1628418
Evan Mobley,Cleveland Cavaliers,25,25,34.6,6.2,11.2,0.548,0.8,2.0,0.38,2.0,2.8,0.739,2.6,6.4,9.0,2.0,0.9,1.6,1.8,2.3,15.1,1630596
Sam Merrill,Cleveland Cavaliers,26,3,12.0,1.0,2.9,0.355,1.0,2.7,0.352,0.2,0.2,0.833,0.4,1.0,1.4,0.9,0.3,0.1,0.1,1.1,3.2,1630241
Chris Livingston,Cleveland Cavaliers,4,0,2.5,0.3,0.5,0.5,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.5,1641753
Craig Porter Jr.,Cleveland Cavaliers,6,0,5.8,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.5,0.3,0.3,0.3,2.0,1641854
Darius Garland,Cleveland Cavaliers,22,22,34.9,6.2,14.5,0.428,2.1,6.2,0.343,2.7,3.2,0.857,0.1,2.8,2.9,5.5,1.0,0.1,2.7,3.0,17.3,1629636
De'Andre Hunter,Cleveland Cavaliers,24,16,30.6,5.1,11.0,0.468,1.8,4.4,0.415,2.4,3.0,0.806,0.7,3.5,4.3,0.9,0.5,0.3,1.4,2.8,14.5,1629631
Jaylon Tyson,Cleveland Cavaliers,4,0,7.5,1.8,3.8,0.467,1.3,2.3,0.556,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.5,0.3,0.5,1.0,6.0,1642281
Larry Nance Jr.,Cleveland Cavaliers,30,0,17.4,2.4,3.9,0.629,0.1,0.5,0.214,0.9,1.6,0.563,2.3,3.0,5.3,1.2,0.7,0.5,0.8,2.0,5.9,1626204
Jarrett Allen,Cleveland Cavaliers,27,27,30.4,4.6,7.0,0.653,0.0,0.0,0.0,3.1,3.8,0.816,3.1,6.6,9.7,1.8,1.0,1.0,1.6,2.0,12.3,1628386
Dean Wade,Cleveland Cavaliers,14,2,15.4,0.7,2.3,0.313,0.4,1.8,0.24,0.1,0.1,1.0,0.8,2.6,3.4,0.8,0.3,0.2,0.4,1.0,2.0,1629731
Donovan Mitchell,Cleveland Cavaliers,63,63,36.8,9.8,22.3,0.44,3.2,8.9,0.355,5.6,6.7,0.825,0.8,4.2,5.0,4.8,1.4,0.3,3.0,2.5,28.3,1628378
Herbert Jones,New Orleans Pelicans,10,10,36.6,3.7,8.5,0.435,1.3,3.6,0.361,2.9,3.4,0.853,1.4,2.6,4.0,2.1,1.6,0.6,1.9,3.7,11.6,1630529
Jordan Poole,New Orleans Pelicans,35,9,25.4,5.0,11.1,0.45,1.9,5.5,0.346,2.6,3.0,0.867,0.4,2.2,2.6,3.7,0.8,0.3,1.9,2.7,14.5,1629673
Dejounte Murray,New Orleans Pelicans,21,12,21.6,4.0,9.3,0.426,0.9,2.2,0.391,1.6,2.0,0.767,0.8,3.2,4.0,3.3,1.5,0.2,1.5,1.5,10.3,1627749
DeAndre Jordan,New Orleans Pelicans,73,59,25.7,2.9,4.4,0.67,0.0,0.0,0.0,2.2,5.3,0.404,2.5,6.6,9.2,0.7,0.6,1.7,1.2,2.6,8.0,201599
Jose Alvarado,New Orleans Pelicans,10,0,17.8,1.9,5.3,0.358,0.7,3.0,0.233,1.0,1.3,0.769,0.2,1.0,1.2,1.8,1.2,0.2,1.1,2.1,5.5,1630631
Jordan Hawkins,New Orleans Pelicans,3,0,3.7,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,0.0,1641722
Trey Murphy III,New Orleans Pelicans,10,4,28.7,2.7,7.0,0.386,1.9,4.9,0.388,0.4,0.5,0.8,0.6,3.5,4.1,1.2,0.8,0.7,0.9,2.1,7.7,1630530
Saddiq Bey,New Orleans Pelicans,6,0,22.0,2.5,6.7,0.375,1.2,3.0,0.389,1.3,1.5,0.889,1.2,2.8,4.0,1.0,0.5,0.0,0.3,0.5,7.5,1630180
Kevon Looney,New Orleans Pelicans,89,27,19.2,2.3,3.8,0.612,0.0,0.0,0.0,0.6,1.1,0.596,2.5,3.8,6.3,1.5,0.5,0.4,0.6,2.4,5.3,1626172
Coby White,Chicago Bulls,5,0,19.6,3.0,9.0,0.333,1.6,5.8,0.276,0.8,1.0,0.8,0.0,3.4,3.4,1.8,0.2,0.0,1.2,1.0,8.4,1629632
Josh Giddey,Chicago Bulls,10,8,18.1,3.4,7.5,0.453,1.2,3.4,0.353,0.7,0.8,0.875,0.7,2.9,3.6,2.1,0.2,0.4,1.2,0.9,8.7,1630581
Jevon Carter,Chicago Bulls,22,0,9.0,0.6,1.6,0.389,0.2,0.7,0.25,0.1,0.2,0.5,0.1,0.9,1.0,0.8,0.4,0.0,0.3,0.6,1.5,1628975
Nikola Vučević,Chicago Bulls,16,15,32.2,7.3,16.3,0.448,2.1,6.2,0.343,1.6,2.0,0.813,2.0,7.9,9.9,3.2,0.5,0.9,2.1,2.4,18.4,202696
Ayo Dosunmu,Chicago Bulls,5,1,17.0,1.6,5.2,0.308,0.6,2.6,0.231,0.2,0.2,1.0,0.8,1.8,2.6,2.2,0.2,0.0,0.6,1.0,4.0,1630245
Zach Collins,Chicago Bulls,20,0,17.2,2.6,5.6,0.468,0.5,1.8,0.286,1.2,1.5,0.793,1.0,2.5,3.5,1.0,0.5,1.2,1.1,3.2,6.9,1628380
Kevin Huerter,Chicago Bulls,30,22,29.8,4.0,10.0,0.398,1.7,5.5,0.303,0.7,1.0,0.724,0.4,3.4,3.8,2.6,0.8,0.9,1.1,2.9,10.3,1628989
Jalen Smith,Chicago Bulls,13,0,4.5,0.4,0.9,0.417,0.2,0.4,0.6,0.4,0.6,0.625,0.7,0.8,1.5,0.2,0.2,0.1,0.4,0.8,1.4,1630188
Isaac Okoro,Chicago Bulls,26,9,17.8,2.0,4.7,0.415,0.7,2.5,0.297,0.7,0.9,0.783,0.5,1.0,1.5,0.8,0.7,0.3,0.7,2.0,5.3,1630171
Patrick Williams,Chicago Bulls,5,5,30.4,4.4,9.4,0.468,1.4,4.2,0.333,1.6,2.2,0.727,1.2,4.2,5.4,0.8,1.0,0.6,1.4,3.0,11.8,1630172
Danté Exum,Dallas Mavericks,38,0,9.0,1.2,2.9,0.42,0.3,1.0,0.333,0.5,0.6,0.792,0.2,0.7,1.0,0.8,0.2,0.1,0.6,0.9,3.3,203957
Max Christie,Dallas Mavericks,9,0,3.7,0.6,1.1,0.5,0.1,0.4,0.25,0.2,0.4,0.5,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.0,1.4,1631108
Jaden Hardy,Dallas Mavericks,19,0,6.7,1.5,3.6,0.426,0.6,1.4,0.407,0.6,0.8,0.733,0.1,0.7,0.8,0.9,0.2,0.0,0.4,0.7,4.2,1630702
Dereck Lively II,Dallas Mavericks,21,0,22.0,3.0,4.5,0.674,0.0,0.0,1.0,1.7,2.9,0.59,2.7,4.7,7.4,1.3,0.4,1.0,1.0,2.3,7.9,1641726
Anthony Davis,Dallas Mavericks,60,60,37.6,9.6,17.7,0.542,0.6,1.9,0.313,6.4,7.6,0.84,2.5,9.3,11.8,2.8,1.3,2.2,2.3,2.9,26.1,203076
D'Angelo Russell,Dallas Mavericks,32,31,31.3,5.4,13.8,0.388,2.0,6.2,0.327,1.4,1.8,0.772,0.4,2.5,2.9,4.8,1.0,0.2,2.2,2.1,14.2,1626156
Dwight Powell,Dallas Mavericks,44,18,9.4,0.9,1.5,0.591,0.0,0.1,0.0,0.7,1.0,0.63,0.8,1.3,2.0,0.4,0.2,0.1,0.3,1.4,2.4,203939
Kyrie Irving,Dallas Mavericks,96,96,37.5,8.5,18.6,0.458,2.3,6.0,0.392,3.7,4.2,0.883,0.9,2.8,3.7,4.9,1.3,0.6,2.2,2.4,23.0,202681
Naji Marshall,Dallas Mavericks,10,0,14.0,1.9,3.8,0.5,0.6,1.5,0.4,1.0,1.0,1.0,0.6,1.1,1.7,1.0,0.3,0.3,0.5,1.4,5.4,1630230
Caleb Martin,Dallas Mavericks,45,9,24.0,3.6,7.4,0.489,1.4,3.6,0.401,0.8,1.0,0.783,1.0,3.0,4.0,1.1,0.7,0.2,0.8,1.9,9.4,1628997
Daniel Gafford,Dallas Mavericks,27,24,20.8,3.7,5.5,0.671,0.0,0.0,0.0,2.1,3.3,0.629,2.1,3.5,5.6,0.7,0.4,1.6,0.8,2.0,9.5,1629655
P.J. Washington,Dallas Mavericks,22,22,35.6,4.5,10.6,0.427,2.1,6.1,0.348,1.8,2.5,0.709,1.5,5.1,6.6,1.4,0.7,0.8,1.5,3.0,13.0,1629023
Klay Thompson,Dallas Mavericks,158,158,36.9,7.1,16.4,0.436,3.2,7.8,0.405,1.8,2.1,0.845,0.5,3.5,4.0,2.2,0.9,0.5,1.7,2.6,19.2,202691
Christian Braun,Denver Nuggets,45,14,22.1,2.5,5.5,0.462,0.6,2.2,0.276,1.0,1.5,0.667,1.0,2.6,3.6,1.2,0.7,0.4,0.6,2.1,6.6,1631128
Julian Strawther,Denver Nuggets,12,0,8.6,1.3,3.0,0.417,0.6,1.3,0.438,0.7,0.9,0.727,0.3,0.6,0.9,0.2,0.3,0.1,0.5,1.2,3.8,1631124
Hunter Tyson,Denver Nuggets,8,0,5.4,0.6,1.8,0.357,0.1,1.0,0.125,0.6,0.8,0.833,0.6,0.8,1.4,0.4,0.1,0.0,0.3,0.4,2.0,1641816
Peyton Watson,Denver Nuggets,29,0,10.4,1.1,3.0,0.364,0.4,1.1,0.333,0.4,0.8,0.5,0.6,1.5,2.1,0.3,0.4,0.6,0.4,1.1,3.0,1631212
Tim Hardaway Jr.,Denver Nuggets,48,25,23.3,3.4,9.0,0.374,1.8,5.3,0.328,1.0,1.5,0.686,0.3,2.0,2.3,1.0,0.3,0.0,0.7,1.4,9.5,203501
Bruce Brown,Denver Nuggets,40,11,25.1,3.9,7.7,0.51,0.7,2.2,0.31,1.6,1.9,0.844,1.1,3.1,4.2,1.9,0.9,0.5,1.1,2.6,10.1,1628971
Nikola Jokić,Denver Nuggets,94,94,38.3,10.4,19.8,0.525,1.8,4.5,0.388,4.9,5.9,0.826,3.0,9.3,12.3,7.6,1.2,0.9,3.3,3.3,27.4,203999
Jonas Valančiūnas,Denver Nuggets,58,51,26.3,5.3,9.7,0.547,0.1,0.4,0.238,2.5,3.2,0.765,3.2,6.9,10.1,1.1,0.5,0.8,1.8,2.6,13.2,202685
Zeke Nnaji,Denver Nuggets,21,0,4.1,0.5,1.1,0.417,0.3,0.8,0.353,0.3,0.5,0.545,0.3,0.3,0.6,0.2,0.1,0.1,0.2,0.5,1.5,1630192
Cameron Johnson,Denver Nuggets,38,7,24.1,3.4,6.9,0.489,1.8,4.2,0.416,1.6,1.9,0.859,0.7,2.8,3.6,1.2,0.7,0.2,0.8,1.8,10.2,1629661
Jalen Pickett,Denver Nuggets,11,0,6.1,0.6,1.6,0.389,0.3,0.9,0.3,0.0,0.0,0.0,0.0,0.7,0.7,0.5,0.0,0.2,0.5,0.4,1.5,1629618
Jamal Murray,Denver Nuggets,79,79,39.2,8.8,19.4,0.457,2.6,6.8,0.383,3.5,3.8,0.904,0.9,4.0,4.9,6.0,1.1,0.4,2.5,2.1,23.7,1627750
Aaron Gordon,Denver Nuggets,66,66,34.9,5.2,10.5,0.498,1.1,2.9,0.376,2.4,3.3,0.717,2.8,3.8,6.7,2.9,0.6,0.5,1.5,2.6,13.9,203932
Gary Payton II,Golden State Warriors,35,6,16.4,2.5,4.1,0.593,0.6,1.5,0.396,0.5,0.8,0.667,1.3,1.7,3.0,1.2,0.9,0.4,0.7,1.8,6.0,1627780
Jonathan Kuminga,Golden State Warriors,34,4,11.4,2.6,5.2,0.497,0.5,1.3,0.356,1.4,1.9,0.712,0.4,1.2,1.6,0.7,0.3,0.2,0.8,0.9,7.0,1630228
Brandin Podziemski,Golden State Warriors,12,11,32.0,4.0,11.0,0.364,1.8,5.6,0.328,1.4,2.0,0.708,1.3,3.7,5.0,3.1,1.3,0.2,1.5,1.5,11.3,1641764
Moses Moody,Golden State Warriors,37,2,12.4,1.8,4.1,0.437,0.9,2.2,0.438,0.8,0.9,0.829,0.5,1.3,1.8,0.7,0.4,0.3,0.2,1.0,5.3,1630541
Buddy Hield,Golden State Warriors,16,9,23.6,3.7,8.9,0.415,2.4,5.6,0.433,0.9,1.0,0.938,1.3,1.7,2.9,1.4,0.9,0.4,0.9,1.8,10.8,1627741
De'Anthony Melton,Golden State Warriors,27,0,19.8,2.3,6.6,0.352,1.3,4.3,0.313,0.4,0.6,0.706,1.0,2.1,3.1,1.5,0.9,0.7,0.9,1.4,6.4,1629001
Jimmy Butler III,Golden State Warriors,130,127,37.8,7.1,15.5,0.459,1.2,3.5,0.344,5.7,6.9,0.827,1.8,4.4,6.2,4.7,1.7,0.5,1.8,1.8,21.1,202710
Gui Santos,Golden State Warriors,10,0,7.1,0.9,1.7,0.529,0.4,1.0,0.4,0.4,0.6,0.667,0.3,0.9,1.2,0.8,0.3,0.1,0.6,1.0,2.6,1630611
Al Horford,Golden State Warriors,197,189,33.7,4.8,9.7,0.493,1.0,2.6,0.391,1.4,1.8,0.775,1.8,6.1,7.9,3.2,0.8,1.2,1.3,2.5,11.9,201143
Quinten Post,Golden State Warriors,12,2,12.1,1.3,4.0,0.333,0.8,2.7,0.313,0.3,0.3,0.75,0.5,1.8,2.3,1.0,0.3,0.3,0.5,1.7,3.8,1642366
Draymond Green,Golden State Warriors,169,152,34.5,4.1,9.2,0.445,1.0,3.4,0.3,2.2,3.0,0.726,1.6,7.0,8.6,6.0,1.5,1.3,2.6,3.8,11.4,203110
Stephen Curry,Golden State Warriors,155,149,37.2,9.0,19.7,0.454,4.2,10.6,0.397,4.7,5.2,0.889,0.7,4.6,5.3,6.1,1.5,0.3,3.3,2.5,26.8,201939
Trayce Jackson-Davis,Golden State Warriors,9,3,8.9,1.8,2.0,0.889,0.0,0.0,0.0,0.6,1.4,0.385,1.0,1.3,2.3,0.2,0.3,0.2,0.1,1.7,4.1,1631218
Pat Spencer,Golden State Warriors,8,0,7.9,2.0,3.1,0.64,0.1,0.4,0.333,0.4,0.4,1.0,0.6,0.8,1.4,0.8,0.4,0.0,0.8,1.1,4.5,1630311
Aaron Holiday,Houston Rockets,17,2,8.0,1.5,2.9,0.52,0.7,1.4,0.522,0.3,0.6,0.5,0.3,0.3,0.6,1.4,0.4,0.1,0.4,1.0,4.1,1628988
Amen Thompson,Houston Rockets,7,7,33.0,6.0,12.1,0.494,0.1,0.6,0.25,3.6,5.1,0.694,2.7,4.1,6.9,3.3,1.7,0.9,1.7,2.6,15.7,1641708
Dorian Finney-Smith,Houston Rockets,40,36,35.5,3.6,8.1,0.443,2.2,5.3,0.412,0.6,0.9,0.735,1.9,3.5,5.5,2.1,0.9,0.4,1.2,3.1,10.0,1627827
JD Davison,Houston Rockets,4,0,3.3,0.3,2.0,0.125,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.0,0.0,0.3,0.0,1.0,1631120
Fred VanVleet,Houston Rockets,59,23,26.9,3.7,9.3,0.397,2.2,5.7,0.383,1.4,1.6,0.862,0.3,2.1,2.4,3.6,0.9,0.3,1.1,1.9,11.0,1627832
Kevin Durant,Houston Rockets,170,170,40.5,9.9,20.8,0.477,2.2,6.1,0.356,7.4,8.5,0.868,0.8,7.0,7.8,4.2,1.0,1.2,3.2,2.5,29.3,201142
Jabari Smith Jr.,Houston Rockets,7,0,20.4,2.4,4.9,0.5,1.4,3.1,0.455,1.1,1.4,0.8,1.0,2.9,3.9,0.6,0.1,0.7,1.4,0.9,7.4,1631095
Steven Adams,Houston Rockets,73,46,25.7,3.1,5.0,0.614,0.0,0.0,0.0,1.4,2.6,0.534,2.8,4.5,7.3,0.9,0.5,0.9,0.9,2.4,7.5,203500
Reed Sheppard,Houston Rockets,3,0,3.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.0,1642263
Tari Eason,Houston Rockets,7,0,18.9,3.0,6.3,0.477,1.0,2.7,0.368,0.6,1.1,0.5,1.0,3.3,4.3,0.7,1.1,1.0,1.4,1.9,7.6,1631106
Josh Okogie,Houston Rockets,15,5,13.7,1.3,3.1,0.413,0.2,1.1,0.176,0.9,1.3,0.737,0.8,0.9,1.7,1.0,0.5,0.1,0.3,1.7,3.7,1629006
Alperen Sengun,Houston Rockets,7,7,36.6,8.4,18.7,0.45,0.4,1.1,0.375,3.6,5.7,0.625,3.0,8.9,11.9,5.3,1.9,0.4,2.1,3.7,20.9,1630578
Clint Capela,Houston Rockets,87,65,23.8,3.7,6.1,0.602,0.0,0.0,0.0,1.2,2.4,0.495,2.6,5.8,8.4,0.9,0.6,1.3,0.8,1.9,8.5,203991
Jeff Green,Houston Rockets,106,23,24.4,2.8,6.8,0.416,0.9,2.6,0.368,1.7,2.2,0.786,0.6,2.6,3.2,1.2,0.4,0.5,1.0,2.0,8.3,201145
Bradley Beal,Los Angeles Clippers,49,49,39.7,8.3,18.9,0.442,2.3,6.5,0.353,3.9,4.8,0.828,1.2,3.2,4.4,3.8,1.4,0.6,2.5,2.6,22.9,203078
James Harden,Los Angeles Clippers,173,130,36.2,6.8,16.0,0.425,2.5,7.4,0.34,6.4,7.4,0.869,0.7,4.8,5.5,6.5,1.6,0.6,3.4,3.0,22.5,201935
Kawhi Leonard,Los Angeles Clippers,146,146,35.6,7.7,15.0,0.513,1.7,4.3,0.399,4.4,5.2,0.841,1.8,6.0,7.8,3.0,1.8,0.7,1.9,2.2,21.5,202695
Chris Paul,Los Angeles Clippers,149,149,36.5,7.4,15.3,0.484,1.6,4.4,0.373,3.5,4.1,0.854,0.7,4.2,4.9,8.3,1.9,0.2,2.5,2.9,20.0,101108
Derrick Jones Jr.,Los Angeles Clippers,51,23,18.5,2.3,4.8,0.466,0.7,2.1,0.346,0.6,0.9,0.63,0.9,1.2,2.1,0.7,0.5,0.7,0.5,1.5,5.8,1627884
Kris Dunn,Los Angeles Clippers,12,6,15.5,1.5,4.1,0.367,0.8,2.4,0.345,0.3,0.3,1.0,0.8,1.6,2.4,1.2,0.8,0.5,0.4,1.9,4.2,1627739
Bogdan Bogdanović,Los Angeles Clippers,35,19,28.0,4.7,11.3,0.412,2.2,6.5,0.345,0.9,1.2,0.756,0.6,3.1,3.8,2.7,1.1,0.3,1.3,2.9,12.4,203992
Brook Lopez,Los Angeles Clippers,89,88,30.5,5.4,10.6,0.513,1.1,3.2,0.331,2.2,2.6,0.828,2.1,3.7,5.8,0.9,0.6,1.7,1.2,2.5,14.1,201572
Cam Christie,Los Angeles Clippers,3,0,4.0,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.7,1642353
John Collins,Los Angeles Clippers,29,28,29.7,5.0,9.7,0.516,1.2,3.4,0.354,1.4,1.8,0.769,1.6,5.6,7.1,0.9,0.4,0.6,1.3,2.9,12.6,1628381
Jordan Miller,Los Angeles Clippers,3,0,4.3,1.0,2.3,0.429,0.0,0.3,0.0,0.3,0.7,0.5,0.0,0.7,0.7,1.3,1.0,0.0,0.0,0.0,2.3,1641757
Kobe Brown,Los Angeles Clippers,6,0,4.0,1.2,1.3,0.875,0.2,0.2,1.0,0.2,0.2,1.0,0.2,0.3,0.5,0.7,0.0,0.0,0.0,0.2,2.7,1641738
Nicolas Batum,Los Angeles Clippers,76,42,28.3,3.1,7.1,0.436,1.5,4.2,0.361,0.9,1.2,0.791,0.8,3.9,4.7,2.2,0.8,0.6,1.0,1.8,8.6,201587
Ivica Zubac,Los Angeles Clippers,52,41,23.8,3.8,6.4,0.597,0.0,0.0,0.0,2.1,2.9,0.728,2.8,4.7,7.5,0.8,0.4,0.7,1.2,2.3,9.8,1627826
Jarred Vanderbilt,Los Angeles Lakers,29,19,15.2,1.3,3.2,0.419,0.2,1.0,0.233,0.8,1.2,0.706,1.2,2.6,3.8,0.7,0.7,0.6,0.7,1.9,3.8,1629020
Dalton Knecht,Los Angeles Lakers,2,0,1.5,1.0,2.5,0.4,0.5,2.0,0.25,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,1642261
Deandre Ayton,Los Angeles Lakers,45,45,33.7,7.1,11.3,0.629,0.0,0.1,0.5,1.6,2.4,0.661,2.9,7.6,10.5,1.3,0.6,0.9,1.4,2.9,15.9,1629028
Gabe Vincent,Los Angeles Lakers,54,30,24.1,2.9,7.5,0.392,1.5,4.4,0.345,0.9,1.0,0.907,0.2,1.3,1.5,2.7,0.7,0.2,1.1,2.3,8.3,1629216
Bronny James,Los Angeles Lakers,2,0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642355
Jaxson Hayes,Los Angeles Lakers,14,10,9.8,1.2,2.5,0.486,0.0,0.2,0.0,0.6,1.1,0.6,0.9,1.6,2.5,0.2,0.0,0.2,0.5,1.9,3.1,1629637
Maxi Kleber,Los Angeles Lakers,45,10,23.8,2.1,4.8,0.442,1.3,3.4,0.386,0.8,1.1,0.729,0.8,3.0,3.8,1.2,0.3,0.6,0.5,2.4,6.3,1628467
Austin Reaves,Los Angeles Lakers,26,26,36.5,5.8,12.7,0.455,2.3,6.2,0.379,2.8,3.2,0.892,1.1,3.4,4.5,4.2,0.7,0.3,1.7,2.5,16.7,1630559
LeBron James,Los Angeles Lakers,292,292,41.3,10.2,20.5,0.496,1.6,4.9,0.333,6.4,8.6,0.741,1.5,7.5,9.0,7.2,1.7,1.0,3.6,2.3,28.4,2544
Rui Hachimura,Los Angeles Lakers,31,16,28.9,4.7,8.8,0.531,1.5,3.2,0.485,1.4,1.8,0.772,0.8,3.6,4.4,0.8,0.4,0.3,0.8,2.0,12.3,1629060
Marcus Smart,Los Angeles Lakers,108,73,33.1,4.2,10.6,0.396,1.9,5.8,0.334,2.4,3.2,0.762,1.0,3.3,4.3,4.9,1.3,0.5,2.3,2.8,12.8,203935
Luka Dončić,Los Angeles Lakers,55,55,39.2,10.8,23.3,0.461,3.3,9.5,0.347,6.0,8.2,0.737,0.7,8.5,9.2,7.8,1.6,0.5,4.2,2.7,30.9,1629029
Terry Rozier,Miami Heat,50,19,24.7,3.4,8.6,0.393,1.5,4.6,0.335,1.5,1.9,0.809,0.5,3.5,4.0,3.3,0.8,0.3,0.9,1.6,9.8,1626179
Nikola Jović,Miami Heat,16,5,13.4,1.9,4.7,0.4,0.9,3.0,0.313,0.8,0.8,0.923,0.4,2.9,3.4,1.1,0.5,0.3,0.7,0.7,5.4,1631107
Kel'el Ware,Miami Heat,4,4,18.0,2.0,4.5,0.444,0.8,2.8,0.273,0.0,0.0,0.0,1.0,3.8,4.8,1.0,0.3,0.5,0.5,0.8,4.8,1642276
Pelle Larsson,Miami Heat,4,0,12.8,2.0,3.8,0.533,0.8,2.0,0.375,0.3,0.8,0.333,0.5,1.8,2.3,1.0,0.3,0.0,0.5,1.5,5.0,1641796
Jaime Jaquez Jr.,Miami Heat,7,4,20.1,3.1,8.3,0.379,0.4,2.1,0.2,1.1,1.3,0.889,0.7,1.7,2.4,1.9,0.4,0.3,1.1,1.0,7.9,1631170
Bam Adebayo,Miami Heat,78,73,34.7,6.5,12.5,0.517,0.1,0.5,0.243,3.3,4.4,0.757,2.5,6.6,9.2,3.5,0.9,0.6,2.3,2.9,16.4,1628389
Tyler Herro,Miami Heat,50,15,30.6,5.4,13.0,0.414,1.9,5.9,0.328,1.9,2.2,0.889,0.3,3.9,4.2,3.3,0.4,0.2,1.9,1.5,14.6,1629639
Keshad Johnson,Miami Heat,2,0,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1642352
Andrew Wiggins,Miami Heat,44,43,34.0,6.2,13.6,0.456,1.5,4.8,0.324,2.1,3.2,0.655,2.0,4.3,6.3,1.9,0.8,1.0,1.5,2.7,16.0,203952
Norman Powell,Miami Heat,91,24,21.0,3.5,7.7,0.451,1.3,3.4,0.386,1.5,1.8,0.801,0.3,1.8,2.2,1.1,0.6,0.2,0.9,1.9,9.7,1626181
Davion Mitchell,Miami Heat,11,3,25.5,4.0,7.9,0.506,1.3,3.7,0.341,0.7,1.2,0.615,0.5,1.2,1.6,3.4,0.8,0.2,1.3,1.6,10.0,1630558
Jericho Sims,Milwaukee Bucks,10,0,8.5,0.8,0.8,1.0,0.0,0.0,0.0,0.5,0.7,0.714,1.4,1.4,2.8,0.2,0.2,0.2,0.5,0.6,2.1,1630579
Myles Turner,Milwaukee Bucks,66,63,30.6,5.1,10.2,0.5,1.3,3.4,0.378,2.3,3.2,0.725,1.5,4.6,6.0,1.3,0.5,1.9,1.7,3.1,13.8,1626167
Gary Trent Jr.,Milwaukee Bucks,16,10,32.7,4.9,11.8,0.418,2.8,6.7,0.421,1.9,2.3,0.861,0.4,1.5,1.9,1.1,1.4,0.2,0.7,2.3,14.6,1629018
Kevin Porter Jr.,Milwaukee Bucks,5,1,30.0,3.8,9.6,0.396,1.4,3.0,0.467,2.2,2.6,0.846,0.6,3.0,3.6,5.4,0.8,0.0,1.8,2.4,11.2,1629645
Bobby Portis,Milwaukee Bucks,54,16,22.9,4.2,9.2,0.459,1.0,3.1,0.329,0.9,1.2,0.719,1.8,5.7,7.5,0.9,0.6,0.3,0.9,1.9,10.4,1626171
Gary Harris,Milwaukee Bucks,39,32,29.2,3.0,7.3,0.415,1.2,3.5,0.343,1.3,1.6,0.839,0.6,2.1,2.6,1.6,1.0,0.4,0.9,2.8,8.6,203914
Taurean Prince,Milwaukee Bucks,26,9,20.2,2.5,5.8,0.43,0.9,2.9,0.307,1.0,1.1,0.897,0.5,2.0,2.5,1.1,0.4,0.2,0.8,1.3,6.9,1627752
Ryan Rollins,Milwaukee Bucks,3,1,9.7,1.3,4.3,0.308,0.7,2.3,0.286,0.0,0.0,0.0,0.3,0.3,0.7,1.3,0.3,0.0,0.0,1.3,3.3,1631157
Amir Coffey,Milwaukee Bucks,20,3,7.2,0.5,1.5,0.345,0.2,0.7,0.308,0.1,0.2,0.667,0.1,0.5,0.6,0.4,0.2,0.1,0.3,0.3,1.3,1629599
Kyle Kuzma,Milwaukee Bucks,32,4,22.3,3.2,8.2,0.393,1.0,3.6,0.276,1.2,1.6,0.731,0.8,2.3,3.1,0.9,0.3,0.3,0.9,2.2,8.6,1628398
AJ Green,Milwaukee Bucks,11,1,18.4,2.2,5.0,0.436,1.8,4.2,0.435,0.4,0.5,0.8,0.2,1.9,2.1,1.1,0.0,0.1,0.1,2.0,6.5,1631260
Giannis Antetokounmpo,Milwaukee Bucks,84,84,36.2,10.1,19.1,0.532,0.7,2.8,0.259,6.0,9.6,0.625,2.4,9.7,12.2,5.3,1.0,1.3,3.4,3.2,27.0,203507
