JUGADOR,EQUIPO,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ID
James Harden,Los Angeles Clippers,79,79,35.3,6.7,16.4,0.41,3.0,8.5,0.352,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,201935
Kawhi Leonard,Los Angeles Clippers,37,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,202695
Chris Paul,Los Angeles Clippers,82,82,28.0,3.0,7.1,0.427,1.7,4.5,0.377,1.0,1.1,0.924,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,8.8,101108
Derrick Jones Jr.,Los Angeles Clippers,77,55,24.3,4.0,7.6,0.526,1.0,2.8,0.356,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,1627884
Kris Dunn,Los Angeles Clippers,74,58,24.1,2.6,5.9,0.439,1.0,3.0,0.335,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,1627739
Bogdan Bogdanović,Los Angeles Clippers,24,0,24.9,3.5,9.3,0.371,1.8,6.1,0.301,1.3,1.4,0.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,203992
Bogdan Bogdanović,Los Angeles Clippers,30,4,25.0,4.2,8.9,0.474,2.0,4.8,0.427,0.9,1.1,0.875,0.4,2.7,3.1,3.2,0.7,0.2,1.2,2.3,11.4,203992
Bogdan Bogdanović,Los Angeles Clippers,54,4,25.0,3.9,9.1,0.427,1.9,5.4,0.363,1.1,1.2,0.879,0.4,2.5,2.9,2.7,0.8,0.2,1.4,2.4,10.8,203992
Brook Lopez,Los Angeles Clippers,80,80,31.8,4.9,9.7,0.509,1.7,4.7,0.373,1.4,1.7,0.826,1.4,3.6,5.0,1.8,0.6,1.9,1.1,2.1,13.0,201572
Cam Christie,Los Angeles Clippers,13,0,4.5,0.5,1.8,0.292,0.2,1.0,0.154,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,1642353
John Collins,Los Angeles Clippers,40,31,30.5,7.0,13.3,0.527,1.5,3.7,0.399,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,1628381
Jordan Miller,Los Angeles Clippers,37,0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,1641757
Kobe Brown,Los Angeles Clippers,40,0,6.8,0.8,1.8,0.458,0.2,0.7,0.231,0.1,0.2,0.714,0.5,1.2,1.6,0.6,0.2,0.1,0.3,0.6,1.9,1641738
Nicolas Batum,Los Angeles Clippers,78,8,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,201587
Ivica Zubac,Los Angeles Clippers,80,80,32.8,7.4,11.8,0.628,0.0,0.0,0.0,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,1627826
Jarred Vanderbilt,Los Angeles Lakers,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,1629020
Dalton Knecht,Los Angeles Lakers,78,16,19.2,3.3,7.1,0.461,1.6,4.4,0.376,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,1642261
Deandre Ayton,Los Angeles Lakers,40,40,30.2,6.6,11.7,0.566,0.2,0.8,0.188,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,1629028
Gabe Vincent,Los Angeles Lakers,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,1629216
Bronny James,Los Angeles Lakers,27,1,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,1642355
Christian Koloko,Los Angeles Lakers,37,0,9.2,1.1,1.8,0.606,0.0,0.1,0.0,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,1631132
Jaxson Hayes,Los Angeles Lakers,56,35,19.5,2.9,4.0,0.722,0.0,0.1,0.0,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,1629637
Jake LaRavia,Los Angeles Lakers,47,0,20.9,2.5,5.1,0.49,0.9,1.9,0.444,1.4,2.0,0.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,1631222
Jake LaRavia,Los Angeles Lakers,19,0,19.3,2.2,5.1,0.438,1.1,2.7,0.385,0.6,1.0,0.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,1631222
Jake LaRavia,Los Angeles Lakers,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,1631222
Maxi Kleber,Los Angeles Lakers,34,4,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,1628467
Austin Reaves,Los Angeles Lakers,73,73,34.9,6.5,14.2,0.46,2.7,7.3,0.377,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,1630559
Nick Smith Jr.,Los Angeles Lakers,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,1641733
LeBron James,Los Angeles Lakers,70,70,34.9,9.3,18.1,0.513,2.1,5.7,0.376,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,2544
Rui Hachimura,Los Angeles Lakers,59,57,31.7,5.0,9.8,0.509,1.7,4.2,0.413,1.5,1.9,0.77,1.3,3.7,5.0,1.4,0.8,0.4,0.8,1.8,13.1,1629060
Marcus Smart,Los Angeles Lakers,19,6,21.1,2.8,7.8,0.358,1.5,4.7,0.322,1.6,1.9,0.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,203935
Marcus Smart,Los Angeles Lakers,15,1,18.7,3.2,7.3,0.44,1.3,3.4,0.392,1.6,2.3,0.686,0.3,1.7,1.9,2.5,1.1,0.2,1.3,1.5,9.3,203935
Marcus Smart,Los Angeles Lakers,34,7,20.0,3.0,7.6,0.393,1.4,4.1,0.348,1.6,2.1,0.761,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9.0,203935
Luka Dončić,Los Angeles Lakers,22,22,35.7,9.8,21.2,0.464,3.4,9.6,0.354,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2.0,0.4,3.4,2.6,28.1,1629029
Luka Dončić,Los Angeles Lakers,28,28,35.1,8.8,20.0,0.438,3.6,9.6,0.379,7.0,8.9,0.791,0.9,7.2,8.1,7.5,1.6,0.4,3.7,2.4,28.2,1629029
Luka Dončić,Los Angeles Lakers,50,50,35.4,9.2,20.5,0.45,3.5,9.6,0.368,6.2,7.9,0.782,0.8,7.4,8.2,7.7,1.8,0.4,3.6,2.5,28.2,1629029
Simone Fontecchio,Miami Heat,75,0,16.5,2.0,5.0,0.402,1.0,3.0,0.335,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,1631323
Terry Rozier,Miami Heat,64,23,25.9,3.9,9.9,0.391,1.4,4.8,0.295,1.4,1.7,0.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.1,10.6,1626179
Nikola Jović,Miami Heat,46,10,25.1,3.7,8.2,0.456,1.7,4.6,0.371,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,1631107
Kel'el Ware,Miami Heat,64,36,22.2,4.0,7.3,0.554,0.5,1.7,0.315,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,1642276
Pelle Larsson,Miami Heat,55,8,14.2,1.6,3.7,0.438,0.6,1.7,0.337,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,1641796
Jaime Jaquez Jr.,Miami Heat,66,17,20.7,3.2,7.0,0.461,0.6,1.8,0.311,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,1631170
Dru Smith,Miami Heat,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,1630696
Bam Adebayo,Miami Heat,78,78,34.3,6.9,14.3,0.485,1.0,2.8,0.357,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,1628389
Tyler Herro,Miami Heat,77,77,35.4,8.5,17.9,0.472,3.3,8.7,0.375,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9,1629639
Keshad Johnson,Miami Heat,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,1642352
Jahmir Young,Miami Heat,6,0,5.0,0.7,0.8,0.8,0.2,0.3,0.5,0.3,0.3,1.0,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,1.8,1642443
Andrew Wiggins,Miami Heat,43,43,30.1,6.1,13.7,0.444,2.2,5.8,0.379,3.2,4.2,0.777,1.5,3.0,4.6,2.4,0.9,0.8,1.3,1.6,17.6,203952
Andrew Wiggins,Miami Heat,17,17,32.1,6.8,14.8,0.458,2.1,5.9,0.36,3.4,4.6,0.731,1.4,2.9,4.2,3.3,1.2,1.0,2.5,1.8,19.0,203952
Andrew Wiggins,Miami Heat,60,60,30.7,6.3,14.0,0.448,2.2,5.8,0.374,3.3,4.3,0.763,1.5,3.0,4.5,2.6,1.0,0.8,1.7,1.7,18.0,203952
Norman Powell,Miami Heat,60,60,32.6,7.6,15.8,0.484,3.0,7.1,0.418,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,1626181
Davion Mitchell,Miami Heat,44,22,24.5,2.4,5.5,0.434,1.0,2.7,0.359,0.6,0.8,0.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,1630558
Davion Mitchell,Miami Heat,30,15,31.6,3.9,7.7,0.504,1.4,3.1,0.447,1.1,1.6,0.702,0.6,2.1,2.7,5.3,1.4,0.3,1.7,2.3,10.3,1630558
Davion Mitchell,Miami Heat,74,37,27.4,3.0,6.4,0.468,1.1,2.9,0.398,0.8,1.1,0.69,0.5,1.8,2.3,4.9,1.0,0.2,1.7,2.5,7.9,1630558
Jericho Sims,Milwaukee Bucks,39,5,10.8,0.7,1.2,0.609,0.0,0.0,0.0,0.2,0.3,0.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,1630579
Jericho Sims,Milwaukee Bucks,14,0,15.0,1.2,1.8,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,1630579
Jericho Sims,Milwaukee Bucks,53,5,11.9,0.8,1.3,0.634,0.0,0.0,0.0,0.2,0.2,0.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,1630579
Myles Turner,Milwaukee Bucks,72,72,30.2,5.4,11.3,0.481,2.2,5.5,0.396,2.6,3.3,0.773,1.3,5.3,6.5,1.5,0.8,2.0,1.7,2.5,15.6,1626167
Gary Trent Jr.,Milwaukee Bucks,74,9,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,1629018
Kevin Porter Jr.,Milwaukee Bucks,45,2,19.6,3.8,9.0,0.423,0.6,2.4,0.245,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1.0,0.2,1.9,1.6,9.3,1629645
Kevin Porter Jr.,Milwaukee Bucks,30,2,19.9,4.0,8.2,0.494,1.0,2.4,0.408,2.7,3.1,0.871,0.4,3.5,3.9,3.7,1.3,0.1,1.7,1.6,11.7,1629645
Kevin Porter Jr.,Milwaukee Bucks,75,4,19.8,3.9,8.7,0.449,0.7,2.4,0.311,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,1629645
Bobby Portis,Milwaukee Bucks,49,7,25.4,5.7,12.1,0.466,1.3,3.6,0.365,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,1626171
Gary Harris,Milwaukee Bucks,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,203914
Taurean Prince,Milwaukee Bucks,80,73,27.1,2.9,6.4,0.457,1.8,4.2,0.439,0.5,0.6,0.813,0.4,3.2,3.6,1.9,1.0,0.2,1.0,2.1,8.2,1627752
Ryan Rollins,Milwaukee Bucks,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,1631157
Amir Coffey,Milwaukee Bucks,72,13,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,1629599
Kyle Kuzma,Milwaukee Bucks,32,30,27.7,6.0,14.2,0.42,1.4,5.0,0.281,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,1628398
Kyle Kuzma,Milwaukee Bucks,33,32,31.8,5.4,11.9,0.455,1.5,4.6,0.333,2.1,3.2,0.663,0.8,4.8,5.6,2.2,0.5,0.4,2.2,2.0,14.5,1628398
Kyle Kuzma,Milwaukee Bucks,65,62,29.8,5.7,13.0,0.436,1.5,4.8,0.307,2.0,3.1,0.634,0.8,4.9,5.7,2.3,0.6,0.3,2.2,1.8,14.8,1628398
AJ Green,Milwaukee Bucks,73,7,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,1631260
Giannis Antetokounmpo,Milwaukee Bucks,67,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,30.4,203507
Pete Nance,Milwaukee Bucks,7,0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,1631250
Pete Nance,Milwaukee Bucks,6,1,11.7,1.5,2.8,0.529,0.8,2.0,0.417,0.0,0.0,0.0,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,3.8,1631250
Pete Nance,Milwaukee Bucks,13,1,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,1631250
Andre Jackson Jr.,Milwaukee Bucks,67,43,14.6,1.4,2.9,0.477,0.4,1.1,0.395,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,1641748
Cole Anthony,Milwaukee Bucks,67,22,18.4,3.4,8.1,0.424,1.1,3.3,0.353,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,1630175
Donte DiVincenzo,Minnesota Timberwolves,62,10,25.9,4.0,9.6,0.422,2.8,7.1,0.397,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,1628978
Terrence Shannon Jr.,Minnesota Timberwolves,32,1,10.6,1.7,3.6,0.482,0.3,1.0,0.355,0.5,0.7,0.81,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,1630545
Jaden McDaniels,Minnesota Timberwolves,82,82,31.9,4.9,10.2,0.477,1.2,3.7,0.33,1.3,1.6,0.813,1.6,4.2,5.7,2.0,1.3,0.9,1.2,2.7,12.2,1630183
Rob Dillingham,Minnesota Timberwolves,49,1,10.5,1.9,4.3,0.441,0.5,1.5,0.338,0.2,0.3,0.533,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,1642265
Anthony Edwards,Minnesota Timberwolves,79,79,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,1630162
Joe Ingles,Minnesota Timberwolves,19,1,6.0,0.3,1.2,0.261,0.2,0.8,0.2,0.0,0.0,0.0,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,204060
Bones Hyland,Minnesota Timberwolves,20,0,11.1,2.3,5.8,0.391,1.6,4.0,0.388,1.2,1.3,0.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,1630538
Bones Hyland,Minnesota Timberwolves,4,0,4.3,0.5,0.8,0.667,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,1.3,1630538
Bones Hyland,Minnesota Timberwolves,24,0,10.0,2.0,4.9,0.398,1.3,3.4,0.39,1.0,1.1,0.885,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,1630538
Johnny Juzang,Minnesota Timberwolves,64,18,19.8,3.2,7.4,0.429,1.8,4.9,0.376,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9,1630548
Mike Conley,Minnesota Timberwolves,71,64,24.7,2.6,6.6,0.4,1.8,4.4,0.41,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,201144
Naz Reid,Minnesota Timberwolves,80,17,27.5,5.3,11.5,0.462,2.2,5.8,0.379,1.4,1.8,0.776,1.2,4.9,6.0,2.3,0.7,0.9,1.4,2.4,14.2,1629675
Jaylen Clark,Minnesota Timberwolves,40,4,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,1641740
Enrique Freeman,Minnesota Timberwolves,22,1,8.2,0.7,1.7,0.432,0.0,0.5,0.1,0.6,0.9,0.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1.0,2.1,1642402
Rudy Gobert,Minnesota Timberwolves,72,72,33.2,4.7,7.1,0.669,0.0,0.0,0.0,2.6,3.8,0.674,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,12.0,203497
Julius Randle,Minnesota Timberwolves,69,69,32.3,6.6,13.6,0.485,1.6,4.6,0.344,3.9,4.9,0.806,2.1,5.0,7.1,4.7,0.7,0.2,2.8,2.5,18.7,203944
Leonard Miller,Minnesota Timberwolves,13,0,2.5,0.5,1.2,0.4,0.0,0.4,0.0,0.6,0.6,1.0,0.2,0.6,0.8,0.0,0.2,0.1,0.2,0.2,1.5,1631159
Ziaire Williams,Brooklyn Nets,63,45,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.6,2.0,0.821,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,1630533
Haywood Highsmith,Brooklyn Nets,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,1629312
E.J. Liddell,Brooklyn Nets,12,0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.2,0.2,1.0,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,1630604
Tyson Etienne,Brooklyn Nets,7,0,21.6,2.4,7.4,0.327,1.9,6.3,0.295,1.1,1.4,0.8,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,1630623
Tyrese Martin,Brooklyn Nets,60,11,21.9,3.2,7.8,0.406,1.7,4.7,0.351,0.8,1.0,0.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,1631213
Terance Mann,Brooklyn Nets,37,12,19.8,2.4,5.3,0.446,0.7,2.0,0.347,0.6,0.9,0.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,1629611
Terance Mann,Brooklyn Nets,30,1,22.7,3.9,7.3,0.541,1.1,2.9,0.386,0.8,1.2,0.667,1.2,1.9,3.1,2.1,0.6,0.1,0.7,2.0,9.8,1629611
Terance Mann,Brooklyn Nets,67,13,21.1,3.1,6.2,0.496,0.9,2.4,0.368,0.7,1.0,0.691,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.7,1629611
Michael Porter Jr.,Brooklyn Nets,77,77,33.7,6.9,13.6,0.504,2.5,6.4,0.395,1.9,2.5,0.768,1.8,5.2,7.0,2.1,0.6,0.5,1.4,2.0,18.2,1629008
Day'Ron Sharpe,Brooklyn Nets,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,1630549
Noah Clowney,Brooklyn Nets,46,20,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1.5,1.7,0.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,1641730
Jalen Wilson,Brooklyn Nets,79,22,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,1630592
Cam Thomas,Brooklyn Nets,25,23,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,1630560
Nic Claxton,Brooklyn Nets,70,62,26.9,4.6,8.1,0.563,0.1,0.3,0.238,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,1629651
Jordan Clarkson,New York Knicks,37,9,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,203903
Miles McBride,New York Knicks,64,10,24.9,3.5,8.5,0.406,1.8,4.9,0.369,0.8,1.0,0.813,0.7,1.8,2.5,2.9,1.0,0.3,0.6,1.7,9.5,1630540
Josh Hart,New York Knicks,77,77,37.6,5.2,10.0,0.525,1.1,3.3,0.333,2.1,2.7,0.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,2.6,13.6,1628404
Pacôme Dadiet,New York Knicks,18,0,6.2,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.3,0.667,0.2,0.8,1.0,0.3,0.2,0.1,0.2,0.4,1.7,1642359
OG Anunoby,New York Knicks,74,74,36.6,6.6,13.9,0.476,2.3,6.2,0.372,2.5,3.1,0.81,1.3,3.5,4.8,2.2,1.5,0.9,1.4,2.3,18.0,1628384
Kevin McCullar Jr.,New York Knicks,4,0,7.3,0.5,1.8,0.286,0.0,0.3,0.0,0.5,0.5,1.0,0.0,2.0,2.0,0.5,0.3,0.3,0.0,1.5,1.5,1641755
Jalen Brunson,New York Knicks,65,65,35.4,9.0,18.5,0.487,2.3,6.1,0.383,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,2.1,26.0,1628973
Tyler Kolek,New York Knicks,41,0,7.2,0.7,2.0,0.329,0.3,1.1,0.298,0.3,0.4,0.765,0.2,0.5,0.7,1.7,0.3,0.1,0.4,0.6,2.0,1642278
Tosan Evbuomwan,New York Knicks,28,0,23.8,3.4,7.9,0.427,0.9,2.8,0.312,2.0,2.6,0.753,1.1,3.1,4.3,2.0,0.9,0.4,1.4,2.0,9.5,1641787
Mitchell Robinson,New York Knicks,17,3,17.1,2.2,3.3,0.661,0.0,0.0,0.0,0.8,1.1,0.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,1629011
Mikal Bridges,New York Knicks,82,82,37.0,7.2,14.4,0.5,2.0,5.6,0.354,1.2,1.4,0.814,0.9,2.3,3.2,3.7,0.9,0.5,1.6,1.5,17.6,1628969
Guerschon Yabusele,New York Knicks,70,43,27.1,4.0,8.0,0.501,1.5,3.9,0.38,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,1627824
Karl-Anthony Towns,New York Knicks,72,72,35.0,8.9,16.9,0.526,2.0,4.7,0.42,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1.0,0.7,2.7,3.5,24.4,1626157
Landry Shamet,New York Knicks,50,0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.2,0.4,0.667,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,1629013
Trey Jemison III,New York Knicks,16,0,10.4,0.9,2.0,0.469,0.0,0.0,0.0,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,1641998
Trey Jemison III,New York Knicks,22,0,10.3,1.2,1.9,0.619,0.0,0.0,0.0,0.2,0.5,0.417,1.0,1.8,2.8,0.3,0.1,0.4,0.6,1.9,2.6,1641998
Trey Jemison III,New York Knicks,38,0,10.3,1.1,1.9,0.554,0.0,0.0,0.0,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,1641998
Ariel Hukporti,New York Knicks,25,1,8.7,0.8,1.2,0.677,0.0,0.0,0.0,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,1630574
Anthony Black,Orlando Magic,78,10,24.2,3.4,7.9,0.423,0.8,2.5,0.318,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,1641710
Jonathan Isaac,Orlando Magic,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,1628371
Tyus Jones,Orlando Magic,81,58,26.8,3.8,8.4,0.448,2.0,5.0,0.414,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,1626145
Desmond Bane,Orlando Magic,69,68,32.0,7.1,14.8,0.484,2.4,6.1,0.392,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,1630217
Jalen Suggs,Orlando Magic,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,1630591
Paolo Banchero,Orlando Magic,46,46,34.4,9.0,19.8,0.452,1.9,5.9,0.32,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,1631094
Orlando Robinson,Orlando Magic,9,0,6.3,0.8,1.9,0.412,0.1,0.6,0.2,0.4,0.8,0.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,1631115
Orlando Robinson,Orlando Magic,35,8,20.4,3.1,7.0,0.447,0.5,1.3,0.34,1.4,1.8,0.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,1631115
Orlando Robinson,Orlando Magic,44,8,17.5,2.6,5.9,0.444,0.4,1.2,0.327,1.2,1.6,0.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,1631115
